Rose
 sell book,,,,Buy Book
 OrderID,Quantity,Price,,Price,Quantity,OrderID
ord199976,30,809.00,,749.00,400,ord95799
ord199856,450,301.00,,749.00,190,ord106259
ord199733,590,296.00,,749.00,630,ord97114
ord197901,310,290.00,,749.00,140,ord113498
ord199146,600,288.00,,749.00,810,ord175890
ord196864,270,287.00,,749.00,180,ord174995
ord199779,370,287.00,,749.00,720,ord170825
ord193141,370,286.00,,750.00,550,ord130050
ord193247,130,285.00,,750.00,390,ord128076
ord195804,670,284.00,,750.00,720,ord112250
ord193317,520,284.00,,750.00,990,ord187834
ord193261,140,283.00,,750.00,660,ord177270
ord195335,890,282.00,,750.00,520,ord176495
ord199923,310,281.00,,750.00,230,ord87720
ord199666,690,281.00,,751.00,670,ord144265
ord196675,130,278.00,,751.00,450,ord140248
ord187321,20,276.00,,751.00,770,ord140375
ord193944,420,275.00,,751.00,180,ord139876
ord186894,240,275.00,,751.00,840,ord135745
ord189247,350,274.00,,751.00,610,ord131749
ord197214,650,273.00,,751.00,190,ord127044
ord195778,460,273.00,,751.00,280,ord118216
ord191350,360,273.00,,751.00,130,ord107122
ord189393,860,273.00,,751.00,110,ord107208
ord188051,720,272.00,,751.00,830,ord102832
ord194485,650,270.00,,751.00,690,ord196347
ord197158,250,269.00,,751.00,530,ord197198
ord196426,410,269.00,,751.00,530,ord98233
ord191478,730,269.00,,751.00,370,ord97946
ord186463,190,269.00,,751.00,410,ord193391
ord186619,930,269.00,,751.00,150,ord192804
ord193163,440,268.00,,751.00,370,ord178868
ord195397,580,267.00,,751.00,490,ord90390
ord199375,230,266.00,,751.00,470,ord170505
ord199263,680,266.00,,751.00,970,ord159365
ord190963,470,266.00,,751.00,900,ord151886
ord187855,860,266.00,,752.00,580,ord147192
ord192456,550,264.00,,752.00,540,ord112511
ord199613,700,263.00,,752.00,340,ord185363
ord186296,340,263.00,,752.00,150,ord181924
ord197589,650,262.00,,752.00,320,ord179131
ord193740,360,262.00,,752.00,180,ord172577
ord188517,830,262.00,,752.00,310,ord172069
ord192560,660,259.00,,752.00,290,ord161630
ord190172,550,259.00,,752.00,990,ord149236
ord197046,850,258.00,,753.00,260,ord140615
ord190984,450,258.00,,753.00,650,ord132435
ord188484,650,258.00,,753.00,990,ord126910
ord185996,240,258.00,,753.00,120,ord122983
ord187461,700,257.00,,753.00,280,ord119902
ord187806,830,257.00,,753.00,890,ord115142
ord199492,930,256.00,,753.00,250,ord113499
ord199005,480,256.00,,753.00,170,ord109851
ord199042,170,256.00,,753.00,670,ord198566
ord192951,590,255.00,,753.00,760,ord195077
ord190165,240,255.00,,753.00,480,ord90642
ord197512,810,254.00,,753.00,690,ord91370
ord194281,130,253.00,,753.00,350,ord175525
ord189508,170,253.00,,753.00,920,ord169517
ord198804,320,252.00,,753.00,280,ord167394
ord196107,110,251.00,,753.00,180,ord165323
ord197671,350,250.00,,753.00,930,ord157232
ord196668,700,249.00,,753.00,690,ord150371
ord194966,390,249.00,,754.00,650,ord143419
ord198920,350,248.00,,754.00,750,ord134779
ord197380,840,248.00,,754.00,530,ord125133
ord190014,520,248.00,,754.00,430,ord197789
ord171406,100,248.00,,754.00,310,ord98595
ord167389,420,248.00,,754.00,570,ord96563
ord156080,760,248.00,,754.00,270,ord181623
ord148023,100,247.00,,754.00,820,ord87888
ord131246,760,247.00,,754.00,150,ord168970
ord197032,810,247.00,,754.00,600,ord152179
ord177538,770,247.00,,754.00,850,ord152506
ord176025,690,247.00,,754.00,490,ord152677
ord163105,570,247.00,,754.00,940,ord148718
ord156656,560,247.00,,755.00,160,ord144674
ord138228,660,246.00,,755.00,1000,ord136589
ord186948,660,246.00,,755.00,710,ord131196
ord185827,960,246.00,,755.00,700,ord187365
ord184041,640,246.00,,755.00,510,ord185727
ord177213,310,246.00,,755.00,240,ord180133
ord161556,160,246.00,,755.00,190,ord177254
ord144758,290,245.00,,755.00,430,ord172955
ord132100,760,245.00,,755.00,580,ord173466
ord191196,960,245.00,,755.00,200,ord87240
ord186075,670,245.00,,755.00,370,ord162222
ord185920,840,245.00,,755.00,710,ord154959
ord184772,840,245.00,,755.00,920,ord152448
ord178817,310,245.00,,756.00,520,ord146822
ord143381,180,244.00,,756.00,110,ord145217
ord197282,850,244.00,,756.00,460,ord141481
ord194392,470,244.00,,756.00,650,ord128815
ord192871,780,244.00,,756.00,980,ord126840
ord189360,440,244.00,,756.00,680,ord125161
ord186786,680,244.00,,756.00,620,ord125111
ord179045,610,244.00,,756.00,660,ord123618
ord174555,520,244.00,,756.00,130,ord121900
ord170112,680,244.00,,756.00,770,ord110667
ord141030,100,243.00,,756.00,310,ord103539
ord141398,100,243.00,,756.00,780,ord193875
ord135007,390,243.00,,756.00,270,ord97172
ord195415,770,243.00,,756.00,790,ord193042
ord195423,350,243.00,,756.00,140,ord95778
ord193786,670,243.00,,756.00,270,ord184779
ord190556,340,243.00,,756.00,480,ord91348
ord190510,490,243.00,,756.00,550,ord172478
ord185270,190,243.00,,757.00,540,ord145218
